,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
127281,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,1243,2/5/2017,8.1,Park Grand Paddington Court, Germany , The basement sigle room was very small and several times I heard a mouse running around in the ceiling space above me ,24,6608, The staff were friendly and helpful The small but good restaurant offered very tasty Indian food ,18,5,7.9,"[' Business trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",179 day,51.5135555,-0.180002
83791,199 206 High Holborn Camden London WC1V 7BD United Kingdom,421,10/4/2015,9.2,The Hoxton Holborn, United Kingdom , Nothing,2,1740, Everything,2,1,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",669 day,51.5172398,-0.1220324
51649,144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,317,6/3/2016,7.6,Mercure London Paddington Hotel, New Zealand , lift not working key system not working staff didn t seem to care and got pissy when after 36 hour journey from the other side of the world I wanted to get into my room straight away Also annoyed that they had to store bags and help lifting them up and down stairs because their lift was out of order unacceptable,62,1458, location is good,4,11,5.4,"[' Leisure trip ', ' Group ', ' Executive Twin Room ', ' Stayed 1 night ']",426 day,51.5161139,-0.1749521
438188,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,827,11/29/2015,8.6,Radisson Blu Hotel Amsterdam, United Kingdom , The only thing missing was that breakfast was not included in the rate we chose ,17,4593, The location of the hotel was great not far from Dam Square The rooms were fairly large with nice d cor and comfortable beds I particularly liked the pillow menu where you could choose your preferred pillow type such a lovely touch I would definitely stay again and would highly recommend o ,54,1,9.2,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",613 day,52.3702469,4.8966743
398695,Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,156,4/11/2017,8.9,Duquesa de Cardona, United Kingdom , There is nothing in which we didn t like ,11,904, Bed was very comfortable staff were amazing Helpful and clean There is just nothing myself or my partner could of complained or given a negative opinion towards we will definitely stay there again when we next visit Barcelona ,40,2,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 2 nights ']",114 day,41.3798658,2.1805271
339362,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,757,6/28/2016,8.7,WestCord Fashion Hotel Amsterdam, India , It was nothing which I didn t like about this hotel except for the fact that guests coming from the train station have to carry their luggage upto two levels for the main entrance Though they have a lift but no indication about the same ,47,5236, Swimming Pool was clean and good Beds were comfy Proper security well mannered staff and very helpful Outside the main city but tram no 1 takes you directly in the heart of city Very comfortable stay ,38,2,9.6,"[' Leisure trip ', ' Couple ', ' Large Twin Room ', ' Stayed 2 nights ']",401 day,52.357655,4.844576
391030,One Ham Yard Westminster Borough London W1D 7DT United Kingdom,96,9/8/2016,9.5,Ham Yard Hotel, Lebanon ,No Negative,0,314, The Ham Yard Hotel is such a nice place to stay while visiting London The location is perfect and the hotel is amazing The staff is super friendly and the decoration of the hotel itself is unreal Just perfect,40,1,10.0,"[' Leisure trip ', ' Family with young children ', ' Deluxe Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",329 day,51.511174,-0.1349904
336673,Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria,78,9/26/2016,8.7,Alma Boutique Hotel, China ,No Negative,0,730, The hotel is at great location to the VIC and the old town so that after working you could still have some time for shopping and sightseeing The staff were friendly and respond to requests effectively and positively The breakfast is also good and you could get hot water and free coffee and tea until 9 pm The only complain is that the bed is kind of narrow Would stay here again if next UN meeting calls me to Vienna ,82,2,8.3,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 13 nights ']",311 day,48.2112491,16.3776519
389808,Old Park Lane Westminster Borough London W1K 1LB United Kingdom,122,3/21/2017,9.0,COMO Metropolitan London, United Kingdom , the phone ring by itself on the morning and staff come to fix that slowly,16,416, everything good,3,15,8.8,"[' Leisure trip ', ' Couple ', ' Double Deluxe Room ', ' Stayed 1 night ']",135 day,51.5050355,-0.1500864
248459,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,602,10/1/2015,8.5,Club Quarters Hotel Trafalgar Square, United States of America ,No Negative,0,2494, Beautiful entry and bar All night availability of room service Perfect location on a lovely tree lined street ,20,22,10.0,"[' Leisure trip ', ' Group ', ' Small Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",672 day,51.506935,-0.126012
452166,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,74,3/1/2016,8.6,Hotel Royal, Cyprus , Blanket,2,840, Location,2,14,9.2,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ']",520 day,48.2078727,16.3724042
263068,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,854,7/1/2017,7.8,Holiday Inn London Kensington Forum, United Kingdom ,No Negative,0,3867, Nice clean and friendly,5,1,7.5,"[' Leisure trip ', ' Group ', ' Double or Twin Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",33 days,51.4942305,-0.1851141
391480,Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,803,3/6/2016,8.4,DoubleTree by Hilton Amsterdam Centraal Station, United Kingdom , Initial reception started well with towel arrived during a storm and warm biscuit then the hard sell started First was to have access to executive lounge which we did not want Once refused we were told that there was still a great room available it turned out that this was on the 10th floor and when I noted that others had commented that this was noisy from the bar above the receptionist agreed that we were unlikely to have undisturbed sleep The only other option was a courtyard view room which considering I had already paid for a deluxe room we were disappointed with Eventually I paid an upgrade to get a room with a city view and the unwanted executive lounge was thrown in The manner of this young lady was pushy and very unpleasant a shame as other hotel staff were friendly and helpful I would not recommend this hotel on our reception experience and the eventual high price of the room,165,3911, The rooms were clean and adequately equipped The room we eventually got after being forced to pay for an upgrade was quiet with a good view,27,1,5.8,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",515 day,52.376752,4.904618
444621,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,42,12/4/2016,8.3,Courtyard by Marriott Vienna Schoenbrunn, Romania ,No Negative,0,625, Excellent breakfast ,4,15,9.6,"[' Leisure trip ', ' Group ', ' Business Double Room with WiFi and Breakfast ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",242 day,48.184732,16.3211959
24628,100 Queen s Gate Kensington and Chelsea London SW7 5AG United Kingdom,541,4/16/2017,8.0,Doubletree by Hilton London Kensington, United Kingdom , This was the second time this week that we stayed at the hotel What a stark contrast it was I was told that I should park my car on the other side of the road when there was ample parking space infant of the hotel I ignored this as there was no reason for me to move my car The staff were not as welcoming as last time and when I had a query about my Hilton Honours points it was going nowhere Therefore never again ,88,2367, Good location,3,2,5.8,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ']",109 day,51.4925138,-0.1787917
187822,42 46 Chiswell Street City of London London EC1Y 4SB United Kingdom,417,6/17/2016,8.9,London City Suites, Netherlands , One person rooms beds are very narrow So book a 2 person room,14,1744, Dinner in the Rugged Hare is excellent,8,1,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",412 day,51.5206309,-0.0915341
394482,Pallars 121 125 Sant Mart 08018 Barcelona Spain,305,3/22/2017,8.0,Hotel Spa Villa Olimpica Suites, Romania ,No Negative,0,3565, Everything,2,5,10.0,"[' Business trip ', ' Solo traveler ', ' Suite with Spa Access 1 Adult ', ' Stayed 1 night ', ' Submitted from a mobile device ']",134 day,41.3971434,2.1921947
174730,4 Boulevard Raspail 7th arr 75007 Paris France,194,6/16/2017,8.4,K K H tel Cayr Saint Germain des Pr s, United States of America , Contacted the hotel immediately the day I checked out about a left item did not receive a response ,20,1431,No Positive,0,44,7.5,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 3 nights ']",48 days,48.8553117,2.3254628
127626,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,1243,7/10/2016,8.1,Park Grand Paddington Court, Australia ,No Negative,0,6608, I chose this hotel because of its location and I was not disappointed The staff could not have been more welcoming and helpful The room was small but comfortable and the hotel lent me a phone so I could use internet anywhere in London and make phone calls to Europe for free What a great service ,58,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 1 night ']",389 day,51.5135555,-0.180002
61044,153 Boulevard Saint Germain 6th arr 75006 Paris France,86,12/18/2015,8.6,Au Manoir Saint Germain, Iran , Breakfast You dont have many options It can be better ,12,616, Cleanlines and location,4,2,9.2,"[' Leisure trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",594 day,48.853688,2.3322667
307483,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,973,12/31/2015,8.0,Park Plaza Victoria Amsterdam, United Kingdom , Nothing,2,4820, The hotel was in an ideal location the staff were pleasant and more than happy to help We required ironing facilities that were provided within 10 minutes of us asking and when we required robes for the spa they were provided instantly,43,2,9.6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",581 day,52.377278,4.897818
83393,199 206 High Holborn Camden London WC1V 7BD United Kingdom,421,9/19/2015,9.2,The Hoxton Holborn, United Kingdom , Not a lot nothing springs to mind ,9,1740, The style of the hotel we really liked as well as the little details around the place A very chilled out environment ,24,2,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",684 day,51.5172398,-0.1220324
248205,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,409,1/27/2016,8.3,The Grand at Trafalgar Square, United Kingdom , COULD HAVE BEEN MORE TEA IN THE ROOM,9,1592, THE HOTEL WAS CLEAN THE ROOM WAS SPACIOUS ENOUGH FOR A COUPLE GREAT STAFF COULDN T HAVE BEEN MORE HELPFUL,21,1,9.6,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ']",554 day,51.506935,-0.126012
395728,Papagenogasse 6 06 Mariahilf 1060 Vienna Austria,62,8/18/2015,8.9,Hotel Beethoven Wien, Russia ,No Negative,0,578, Excellent location exccelent rooms service ,7,21,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']",716 day,48.2000165,16.3641802
292092,C rsega 289 Eixample 08008 Barcelona Spain,133,2/26/2017,9.1,Ohla Eixample, United Kingdom , Nothing to dislike,4,978, Able to respond to requests with a smile David and Riu were excellent and could not do enough to make us welcome on arrival ,26,13,10.0,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ']",158 day,41.3944574,2.1564353
112640,225 Edgware Road Westminster Borough London W2 1JU United Kingdom,1485,5/8/2016,7.5,Hilton London Metropole, United Kingdom , The room was in dire need of maintenance The decoration was jaded the fittings have seen better days and the bed was poor mattress was lumpy and the pillows were flimsy ,33,6977, There were good facilities in the general area restaurants etc The staff were friendly and very helpful,18,5,6.7,"[' Leisure trip ', ' Group ', ' Twin Hilton Guest Room ', ' Stayed 2 nights ']",452 day,51.5195688,-0.170521
287875,Boltzmanngasse 8 09 Alsergrund 1090 Vienna Austria,61,1/4/2017,8.1,Hotel Boltzmann, Germany , Radiators was closed when we came to room We have to ask employees how to open the radiators We want double bed but they gave us two single bed side by side Breakfast charge was too expensive We can eat in the city centre for same price,48,662, Clean and big room Helpfull Employee Easy transportation,9,5,8.8,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 2 nights ']",211 day,48.2216779,16.3567111
25788,100 Shoreditch High Street Hackney London E1 6JQ United Kingdom,404,3/1/2016,8.6,Ace Hotel London Shoreditch, Switzerland , Everything in the room can be bought that s absolutely okay But it would be a nice gesture to get at least a free bottle of water Allegedly the condoms are free but there were no condoms to be found in our room ,45,1593, Staff very friendly and very helpful They made sure we got a room with the view we wanted we were offered free drinks from the bar while we waited for the room and they gave us excellent tips for eating out ,43,3,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",520 day,51.5254162,-0.0772849
